cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
3.0,43.0,3.5,1.67,1.65,1,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,22.0,2.4,-0.9,-0.28,0,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.9,1.36,1.77,1,2.0,2.0,-41.0,0,0,0,0,0,0,0,1,0
5.0,40.5,3.6,0.45,0.6,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
5.0,48.0,3.8,0.54,0.82,1,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
4.0,40.0,2.4,1.16,0.45,0,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.8,-0.89,-0.72,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,34.0,2.9,-0.61,-1.37,0,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.0,-0.69,-0.73,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.6,1.13,1.54,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,30.0,2.8,-1.48,-1.6,0,1.0,4.0,-55.0,1,0,0,0,1,0,0,0,0
3.0,27.0,3.6,-0.75,-1.01,1,1.0,3.0,-57.0,1,0,0,0,0,0,0,1,0
4.0,35.0,2.6,-1.05,-1.44,0,2.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,35.0,3.6,-0.56,-0.21,1,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
1.0,44.0,3.0,-0.28,-0.04,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.1,-1.23,-1.42,0,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.5,0.87,0.81,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,36.0,2.1,1.57,0.95,1,2.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.1,0.17,0.11,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
4.0,31.0,3.2,0.78,1.12,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,39.0,2.8,1.36,1.55,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,30.5,3.1,-1.52,-1.7,0,1.0,3.0,-42.0,1,0,0,0,0,0,0,1,0
3.0,32.5,3.2,-0.29,-0.25,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,39.0,2.7,-0.28,-0.28,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,36.0,3.5,-0.87,-1.34,0,1.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
1.0,32.0,2.4,-1.01,-1.2,1,2.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
2.0,35.0,2.6,-0.37,-0.53,0,1.0,3.0,-53.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.5,-1.45,-0.93,0,2.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,42.0,2.8,-0.89,-1.39,1,1.0,2.0,-65.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.3,-0.04,0.17,1,1.0,1.0,-46.0,0,0,0,0,0,0,0,1,0
4.0,38.0,3.4,-0.87,-1.26,1,1.0,4.0,-59.0,1,0,0,0,1,0,0,0,0
5.0,29.5,2.7,-1.84,-2.2,0,1.0,5.0,-62.0,0,0,0,1,0,0,0,0,0
3.0,37.0,3.0,0.51,0.26,0,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
1.0,29.0,2.9,-1.36,-1.66,0,1.0,2.0,-55.0,1,1,0,0,0,0,0,0,0
5.0,42.0,3.8,-2.09,-2.18,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,24.7,2.9,-0.45,-0.32,0,2.0,3.0,-56.0,1,0,0,1,0,0,0,0,0
1.0,34.0,3.6,-1.87,-1.34,1,1.0,4.0,-67.0,1,0,0,0,0,0,0,1,0
4.0,25.0,2.5,-1.86,-2.4,0,1.0,1.0,-37.0,0,0,1,0,0,0,0,0,0
6.0,23.3,2.7,-1.56,-1.95,0,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
3.0,39.0,2.6,0.43,1.34,1,1.0,2.0,-54.0,0,0,0,0,0,0,0,1,0
6.0,22.0,2.5,-0.47,-1.87,0,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
3.0,32.0,2.8,-1.36,-1.17,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,31.0,3.2,-1.56,-0.74,0,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.4,-1.41,-1.54,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
5.0,39.0,3.5,0.86,0.86,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.9,-0.95,-1.42,0,1.0,5.0,-47.0,1,0,0,0,0,0,0,1,0
1.0,32.0,2.8,-1.32,-1.62,0,1.0,4.0,-60.0,1,0,0,0,1,0,0,0,0
3.0,39.0,2.5,1.64,1.82,1,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
1.0,32.0,3.0,-1.68,-2.06,0,1.0,2.0,-36.0,1,0,0,0,0,0,0,1,0
3.0,24.0,2.9,-1.38,-1.27,0,1.0,2.0,-59.0,1,0,0,0,0,0,1,0,0
6.0,26.0,3.1,-0.05,0.17,0,1.0,2.0,-61.0,0,0,0,1,0,0,0,0,0
4.0,34.0,3.0,-1.85,-1.53,0,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
1.0,45.0,3.4,0.97,1.27,1,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.9,0.02,-0.45,0,1.0,4.0,-57.0,1,0,0,0,0,0,0,1,0
5.0,43.0,3.4,-0.01,0.73,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,39.0,3.1,1.03,0.87,1,1.0,1.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.6,1.3,1.13,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
6.0,30.0,2.8,-0.69,-0.79,0,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,30.5,3.6,0.15,-0.24,1,1.0,3.0,-48.0,1,0,0,0,0,0,0,1,0
1.0,39.0,3.7,-1.13,-0.53,0,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
6.0,31.0,2.2,0.18,-0.11,0,1.0,2.0,-38.0,0,0,0,1,0,0,0,0,0
1.0,26.0,3.6,-1.23,-1.41,0,1.0,3.0,-61.0,0,0,0,0,1,0,0,0,0
6.0,34.0,3.1,-1.16,-1.01,0,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,27.0,3.6,-0.98,-1.32,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.4,0.83,0.27,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,0,1
3.0,30.0,2.8,-0.61,-1.26,0,2.0,3.0,-64.0,0,0,1,0,0,0,0,0,0
4.0,43.0,3.5,-0.83,0.18,1,1.0,1.0,-44.0,1,0,0,0,0,0,0,1,0
3.0,39.5,3.2,0.03,0.1,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,39.0,2.7,-0.28,-0.66,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,39.5,2.9,-1.22,-0.81,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.0,0.84,1.54,1,1.0,2.0,-41.0,1,0,0,0,0,0,0,1,0
4.0,33.0,3.8,-0.28,0.48,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.7,1.07,1.41,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,36.5,3.4,-1.47,-1.4,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,36.0,3.1,-0.1,-0.36,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,28.0,2.2,-0.65,0.11,0,1.0,4.0,-56.0,0,0,0,1,0,0,0,0,0
4.0,46.0,3.9,0.2,0.1,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.9,2.22,2.55,1,2.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
1.0,39.0,3.1,-1.76,-1.44,0,2.0,2.0,-52.0,1,0,0,0,0,0,0,1,0
6.0,24.0,2.6,-1.53,-0.65,0,1.0,2.0,-60.0,1,1,0,0,0,0,0,0,0
3.0,33.0,2.4,-0.75,-0.86,0,1.0,3.0,-58.0,1,0,0,0,0,1,0,0,0
3.0,38.0,2.8,-0.74,-1.3,0,1.0,4.0,-49.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.6,0.03,0.45,1,1.0,3.0,-48.0,0,0,0,0,0,0,0,1,0
6.0,22.0,3.1,1.29,0.3,0,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
3.0,44.0,2.7,0.35,0.13,1,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,25.0,2.7,-1.08,-1.3,0,2.0,1.0,-51.0,1,0,0,1,0,0,0,0,0
3.0,34.0,3.1,-0.73,-1.8,0,1.0,3.0,-63.0,1,0,0,0,0,0,1,0,0
3.0,28.0,2.1,-1.06,-1.97,0,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
3.0,26.0,2.9,-2.09,-1.07,0,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,45.0,3.5,-1.7,-1.38,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.7,1.38,1.57,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,40.0,3.9,0.44,1.12,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,33.5,2.7,-0.23,-0.48,0,2.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
1.0,31.5,2.6,-0.75,-1.26,0,1.0,4.0,-59.0,0,0,0,1,0,0,0,0,0
3.0,35.0,2.9,-1.24,-1.32,1,1.0,4.0,-40.0,1,0,0,0,0,0,0,1,0
3.0,26.5,3.2,-1.66,-1.12,0,1.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
1.0,24.0,2.6,-0.8,-1.27,0,1.0,3.0,-58.0,0,1,0,0,0,0,0,0,0
6.0,29.0,3.5,-0.08,-1.0,0,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.0,0.32,0.55,1,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
3.0,37.0,2.9,-0.46,-0.41,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,34.0,3.2,-0.01,0.41,1,1.0,1.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,36.3,3.5,-0.56,-0.79,0,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,40.0,3.6,0.72,0.41,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.2,0.19,0.1,1,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
5.0,41.0,2.6,0.09,-0.1,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,26.0,3.2,-0.27,0.24,1,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,36.0,2.9,0.63,0.34,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,37.5,3.5,-0.21,-1.15,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
5.0,43.0,3.7,1.28,1.35,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,27.0,3.3,-1.76,-1.84,0,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
4.0,41.0,3.8,0.23,1.15,1,1.0,3.0,-59.0,1,0,0,0,0,0,1,0,0
6.0,35.0,3.7,1.1,1.0,1,1.0,3.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.4,-0.55,-1.16,0,1.0,2.0,-66.0,0,0,0,0,0,0,0,1,0
4.0,48.0,3.5,-1.17,-1.57,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,41.0,3.2,-0.29,-0.73,1,1.0,3.0,-63.0,1,0,0,0,0,0,0,1,0
1.0,25.0,2.5,-1.65,-1.8,0,1.0,4.0,-36.0,1,0,0,1,0,0,0,0,0
1.0,32.0,2.7,-1.04,-1.52,0,1.0,3.0,-63.0,1,0,0,0,1,0,0,0,0
2.0,40.0,3.5,1.03,1.28,1,1.0,5.0,-63.0,1,0,0,0,0,0,0,1,0
3.0,44.0,2.2,-0.29,-0.89,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.5,0.88,0.1,0,1.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
4.0,29.0,3.2,-0.99,-0.88,0,1.0,3.0,-62.0,0,0,0,0,0,1,0,0,0
2.0,38.0,2.5,-1.12,-1.37,0,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
4.0,37.0,4.0,1.23,1.36,1,1.0,2.0,-58.0,1,0,0,0,0,0,0,1,0
4.0,35.5,3.6,-1.23,-0.98,0,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
2.0,27.0,3.6,-0.2,0.23,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,48.0,2.6,-0.55,-0.85,1,1.0,4.0,-65.0,0,0,0,0,0,0,0,1,0
3.0,30.0,2.9,-0.99,-1.07,0,1.0,5.0,-59.0,1,0,0,0,0,0,1,0,0
3.0,37.0,3.4,-0.68,-0.71,1,1.0,4.0,-62.0,1,0,1,0,0,0,0,0,0
5.0,37.0,3.3,-1.07,-1.18,0,1.0,1.0,-56.0,0,0,0,0,1,0,0,0,0
3.0,40.5,2.5,-0.15,-0.02,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,29.0,2.4,-2.26,-1.98,0,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
3.0,37.0,2.3,1.04,0.6,1,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,47.0,2.2,-0.86,-1.99,0,1.0,4.0,-57.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.3,-0.2,-0.1,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,22.0,2.6,-0.99,-1.42,0,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,39.0,2.3,-0.03,-0.26,1,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.7,-0.79,-1.59,0,1.0,3.0,-52.0,0,0,0,0,0,0,0,1,0
2.0,29.0,3.0,-1.56,-1.75,0,1.0,3.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,31.0,3.8,-0.45,-0.68,1,1.0,2.0,-48.0,0,0,0,0,0,0,0,1,0
3.0,40.0,2.4,1.27,0.13,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
3.0,42.0,4.0,0.07,0.79,1,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,39.0,3.7,-0.29,0.38,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,36.5,3.1,-0.56,-0.63,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.4,0.53,0.23,1,1.0,2.0,-56.0,0,0,0,0,0,0,0,1,0
1.0,34.0,3.3,-0.75,0.25,1,2.0,2.0,-63.0,1,0,0,0,0,0,0,1,0
3.0,32.0,2.9,1.1,0.57,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,38.0,3.3,1.52,1.54,1,2.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.1,0.8,0.73,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,25.0,2.5,-0.52,-0.71,0,1.0,2.0,-47.0,0,0,0,1,0,0,0,0,0
4.0,30.5,2.7,-0.32,-0.73,0,2.0,3.0,-46.0,1,0,0,0,0,0,0,1,0
1.0,33.0,3.8,0.39,0.26,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.3,0.78,1.02,1,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
2.0,36.0,2.9,0.13,-1.44,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.6,-1.31,-1.45,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,41.0,3.0,-2.03,-1.09,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
1.0,42.0,3.8,0.77,0.88,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,28.5,3.4,-0.61,-0.09,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,31.5,3.2,-1.49,-1.29,1,1.0,4.0,-62.0,0,0,0,1,0,0,0,0,0
1.0,40.0,3.3,0.36,0.93,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,35.5,3.6,-1.52,-0.69,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,38.0,3.0,-0.69,-0.61,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.3,0.63,0.19,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,33.5,3.4,-0.43,-0.74,1,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,28.0,3.1,-0.85,-1.11,0,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
3.0,36.0,3.6,1.21,1.24,1,1.0,3.0,-56.0,1,0,0,0,0,0,0,1,0
3.0,41.0,2.7,-1.32,-1.64,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,31.0,2.7,0.14,0.09,0,1.0,5.0,-63.0,1,0,1,0,0,0,0,0,0
2.0,28.0,3.1,0.9,-0.32,0,2.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,43.0,3.6,0.92,0.79,1,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,41.0,3.5,-0.86,-0.79,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,24.0,3.3,0.18,-0.93,0,1.0,1.0,-51.0,0,0,0,1,0,0,0,0,0
4.0,22.0,3.0,-2.01,-3.21,0,1.0,3.0,-58.0,0,0,0,1,0,0,0,0,0
1.0,29.0,2.8,-1.75,-2.04,0,1.0,3.0,-67.0,0,0,0,0,0,0,1,0,0
1.0,44.0,3.4,1.45,1.5,1,1.0,2.0,-49.0,1,0,0,0,0,0,0,1,0
6.0,27.0,2.9,-0.58,-1.11,0,1.0,2.0,-58.0,0,0,0,1,0,0,0,0,0
3.0,36.0,2.9,-0.92,-1.52,0,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,25.0,3.6,-1.94,-1.62,0,1.0,3.0,-57.0,1,0,0,1,0,0,0,0,0
4.0,42.0,3.7,0.67,0.32,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,33.0,3.3,-0.65,-0.99,0,1.0,3.0,-59.0,1,0,1,0,0,0,0,0,0
3.0,34.0,3.0,-0.6,-1.1,0,1.0,2.0,-58.0,0,0,0,0,0,0,0,1,0
5.0,40.0,3.7,-1.66,-2.11,0,1.0,5.0,-62.0,1,0,1,0,0,0,0,0,0
1.0,36.0,2.8,0.14,-0.02,1,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
3.0,40.0,2.5,1.38,1.22,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,34.0,2.5,-0.4,-1.09,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,40.0,3.2,-2.25,-1.83,1,1.0,3.0,-45.0,1,0,0,0,0,0,0,1,0
4.0,34.0,3.2,0.82,0.38,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,37.0,2.5,-0.1,-0.42,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,37.0,4.0,0.21,0.36,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,41.0,3.1,0.08,-0.45,0,1.0,4.0,-61.0,1,0,1,0,0,0,0,0,0
3.0,37.0,3.0,-0.61,0.03,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,37.0,2.9,-1.45,-1.55,0,1.0,3.0,-61.0,0,0,1,0,0,0,0,0,0
1.0,28.3,2.4,-2.18,-1.93,0,1.0,1.0,-65.0,0,0,0,1,0,0,0,0,0
4.0,41.0,3.7,1.14,1.3,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,34.5,2.5,1.3,0.68,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.0,0.62,0.19,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.1,1.84,2.12,1,1.0,5.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.8,0.14,1.41,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,21.0,3.4,-0.27,-2.12,0,1.0,3.0,-60.0,0,0,0,0,0,1,0,0,0
4.0,45.0,3.3,-0.18,-0.16,1,1.0,3.0,-49.0,1,0,0,0,0,0,0,1,0
4.0,32.0,2.4,-1.17,-1.16,1,1.0,3.0,-64.0,0,0,0,1,0,0,0,0,0
4.0,44.0,3.2,-0.49,-0.7,1,1.0,5.0,-53.0,0,0,0,0,0,0,0,1,0
3.0,38.0,2.6,-0.33,-0.51,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,36.0,3.0,-0.57,-0.76,0,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
6.0,27.7,2.6,-0.15,-0.19,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,19.0,2.4,-1.26,-1.91,0,2.0,3.0,-64.0,0,0,0,1,0,0,0,0,0
4.0,32.0,3.1,0.78,0.15,0,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.5,2.34,2.5,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,40.0,3.7,-0.04,0.06,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,40.0,2.9,0.21,0.28,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,43.0,3.8,1.76,1.63,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.0,-0.95,-1.09,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,30.0,2.7,0.9,0.28,0,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.3,-0.47,-0.97,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.4,0.81,0.58,0,1.0,4.0,-54.0,1,0,0,0,0,0,0,1,0
3.0,25.0,3.2,-1.6,-2.03,0,1.0,3.0,-66.0,1,0,0,1,0,0,0,0,0
4.0,45.0,3.7,-1.47,-2.52,0,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,31.0,3.3,-1.02,-1.25,0,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
6.0,22.0,2.8,0.64,-0.55,0,1.0,3.0,-44.0,0,0,0,1,0,0,0,0,0
3.0,31.5,2.4,-2.02,-2.53,0,1.0,4.0,-40.0,1,0,0,0,0,0,0,1,0
4.0,41.0,3.5,-0.92,-0.22,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,40.0,3.8,2.44,2.43,1,1.0,4.0,-44.0,1,0,0,0,0,0,0,1,0
2.0,40.0,2.9,-0.64,-1.43,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
6.0,19.0,2.5,0.05,-0.76,0,1.0,2.0,-60.0,1,0,0,1,0,0,0,0,0
5.0,36.0,2.5,0.12,-0.13,1,1.0,4.0,-59.0,0,0,0,0,1,0,0,0,0
2.0,36.0,2.8,0.24,0.52,0,1.0,5.0,-53.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.0,-2.14,-2.26,0,1.0,4.0,-64.0,0,0,0,1,0,0,0,0,0
3.0,32.0,3.8,1.26,1.24,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,44.0,3.1,1.97,2.23,1,1.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
3.0,32.0,3.5,-0.91,-1.1,1,1.0,2.0,-51.0,1,0,0,0,0,0,0,1,0
2.0,24.0,2.7,0.73,0.0,1,2.0,3.0,-48.0,1,0,0,1,0,0,0,0,0
3.0,28.0,3.2,-2.0,-2.36,0,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
4.0,44.0,3.7,0.34,0.09,1,1.0,4.0,-63.0,1,0,1,0,0,0,0,0,0
3.0,30.0,3.0,-0.33,-0.29,0,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
5.0,45.0,3.6,-0.78,-0.51,1,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.8,1.85,1.97,1,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
6.0,17.0,3.0,-0.68,-0.82,0,1.0,2.0,-61.0,0,0,0,1,0,0,0,0,0
4.0,47.0,3.2,1.11,1.03,1,1.0,1.0,-55.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.0,-0.39,-1.03,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
4.0,43.0,3.5,-0.49,0.06,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
1.0,36.0,3.4,-0.25,-0.15,0,1.0,3.0,-59.0,0,0,1,0,0,0,0,0,0
6.0,24.0,2.4,-0.36,-1.17,0,1.0,2.0,-56.0,0,0,0,1,0,0,0,0,0
4.0,33.0,2.4,1.59,0.65,0,2.0,4.0,-21.0,0,0,0,0,0,0,0,1,0
1.0,24.7,3.0,0.12,-1.34,0,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,33.5,3.2,0.87,0.01,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
6.0,28.0,3.0,1.09,-0.24,0,1.0,4.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,29.0,3.5,-1.35,-2.2,0,1.0,3.0,-59.0,1,0,1,0,0,0,0,0,0
4.0,41.0,2.8,-1.51,-1.65,0,1.0,5.0,-65.0,0,0,0,0,0,0,1,0,0
6.0,39.5,2.6,1.52,1.82,1,2.0,3.0,-45.0,0,0,0,0,0,0,0,1,0
3.0,43.0,3.3,1.35,1.58,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,35.0,3.1,-1.04,-0.66,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.3,3.3,0.22,-0.14,0,1.0,3.0,-58.0,0,0,0,0,0,0,0,0,1
1.0,32.0,2.6,-0.04,-0.43,0,1.0,3.0,-58.0,0,0,0,0,1,0,0,0,0
1.0,31.0,3.4,0.49,0.53,1,1.0,3.0,-67.0,1,0,0,0,0,0,0,1,0
6.0,31.0,1.8,0.95,0.09,0,1.0,2.0,-53.0,0,0,0,1,0,0,0,0,0
2.0,37.0,4.0,0.94,1.36,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,36.0,2.6,-0.52,-1.35,0,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
