age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29,4,112754,15,10,4,3,3,4,1,0,0,40,39,0
44,4,178385,12,14,2,4,0,1,1,0,0,48,19,0
20,4,44064,15,10,4,10,3,4,1,0,0,25,39,0
62,6,120939,15,10,0,12,1,4,1,0,0,40,39,0
49,4,165134,8,11,4,4,4,4,0,0,0,35,4,0
29,4,100405,0,6,2,5,5,0,0,0,0,40,39,0
35,6,361888,9,13,2,12,0,4,1,0,0,60,24,0
39,2,167864,1,7,2,14,0,4,1,0,0,30,39,0
39,4,202950,9,13,4,4,1,4,1,0,0,45,39,0
37,4,218188,11,9,0,7,2,4,0,0,0,32,39,0
38,4,234962,11,9,2,6,0,4,1,2829,0,30,26,0
72,0,177226,11,9,2,0,0,4,1,0,0,8,39,0
31,4,259931,5,4,2,7,0,4,1,0,0,40,39,0
55,4,189528,5,4,2,3,0,4,1,0,0,60,39,0
38,4,34996,15,10,5,8,4,4,0,0,0,40,39,0
33,4,112584,15,10,0,12,1,4,0,0,0,25,39,0
25,4,117589,7,12,4,1,1,4,0,0,0,40,39,0
19,0,145234,15,10,4,0,3,4,1,0,0,30,39,0
37,4,267086,8,11,0,13,4,4,0,0,0,52,39,0
49,4,44434,15,10,0,13,2,4,1,0,0,35,39,0
26,4,96130,11,9,4,3,2,4,1,0,0,40,39,0
35,4,181382,11,9,2,3,0,4,1,0,0,43,39,0
44,5,168845,11,9,2,12,5,4,0,0,0,60,39,0
37,4,271767,12,14,5,4,1,4,1,0,0,45,39,1
42,4,194636,9,13,2,10,0,4,1,0,0,45,39,1
64,7,194894,10,16,4,10,1,4,0,4787,0,40,39,1
28,4,132686,11,9,2,6,0,4,1,0,0,40,39,1
35,6,185848,11,9,4,4,1,4,1,4650,0,50,39,0
40,7,184378,9,13,2,1,0,4,1,0,0,40,39,0
55,1,270859,9,13,2,10,0,4,1,0,0,40,39,1
21,4,231866,11,9,4,5,3,4,1,0,0,65,39,0
49,4,36032,15,10,4,4,1,2,0,0,0,40,39,0
51,7,172962,10,16,2,10,0,4,1,0,0,40,39,1
57,4,98350,14,15,2,3,0,1,1,0,1902,40,30,1
51,4,24185,9,13,2,3,0,4,1,0,0,40,39,1
38,4,53930,0,6,4,3,1,2,1,0,0,40,0,0
24,4,85088,11,9,4,12,3,4,0,0,1762,32,39,0
45,6,94962,11,9,2,3,0,4,1,0,0,40,9,0
28,4,480861,11,9,2,7,0,4,1,0,0,45,39,0
42,5,187702,14,15,2,10,0,4,1,0,2415,60,39,1
22,4,52262,15,10,4,8,1,4,1,0,0,40,39,0
28,7,52636,12,14,2,4,0,4,1,0,0,40,39,0
60,4,175273,11,9,6,7,4,4,0,0,0,40,39,0
31,4,327825,11,9,5,7,4,4,0,0,2238,40,39,0
47,4,125892,15,10,2,3,0,4,1,0,0,75,39,1
40,0,78255,11,9,0,0,1,4,1,0,0,25,39,0
30,4,398827,11,9,1,1,0,4,1,0,0,60,39,0
61,4,208919,12,14,2,12,0,4,1,0,0,60,39,1
71,2,365996,9,13,6,10,4,4,0,0,0,6,39,0
42,4,307638,11,9,0,1,3,4,0,0,0,40,39,0
44,2,33068,2,8,2,3,0,4,1,0,0,55,39,0
46,6,254291,15,10,2,12,0,4,1,0,0,60,39,1
50,2,125417,14,15,4,4,1,2,0,0,0,52,39,1
27,7,28848,9,13,4,10,1,4,1,0,0,9,39,0
40,0,273425,8,11,2,0,0,4,1,0,0,15,39,0
21,4,194723,15,10,4,1,2,4,0,0,0,40,26,0
25,4,195118,11,9,4,6,2,4,1,0,0,35,39,0
61,4,123273,4,3,0,14,1,4,1,0,1876,56,39,0
54,4,220115,15,10,0,1,1,4,1,0,0,30,39,0
31,4,265706,9,13,4,12,1,4,1,0,0,40,39,0
53,6,279129,15,10,2,5,0,4,1,0,0,30,39,0
39,5,122742,7,12,2,4,0,4,1,15024,0,55,39,1
57,5,172654,14,15,2,14,0,4,1,15024,0,50,39,1
48,4,119199,9,13,0,12,4,4,0,0,0,44,39,0
30,4,107793,15,10,2,14,0,4,1,0,0,56,39,1
35,4,237943,11,9,2,6,0,4,1,0,0,60,39,0
42,6,64632,11,9,2,4,0,4,1,0,0,50,39,0
34,6,96245,11,9,2,7,0,4,1,0,0,40,39,0
59,4,361494,11,9,2,12,0,4,1,0,0,40,39,1
69,2,122850,0,6,2,4,0,4,1,0,0,20,39,0
29,4,173652,15,10,4,1,3,4,0,0,0,40,39,0
40,4,164663,11,9,2,14,0,4,1,0,0,40,39,0
21,4,98678,15,10,4,8,3,4,1,0,0,15,39,0
40,4,245529,7,12,0,10,1,4,0,0,0,40,39,0
43,4,55294,15,10,2,3,0,4,1,0,0,40,39,0
36,4,140583,11,9,0,6,1,4,1,0,0,40,39,0
41,4,79797,11,9,3,10,1,1,1,0,0,40,24,1
72,0,113044,11,9,6,0,1,4,1,0,0,30,39,0
20,4,283499,15,10,4,14,3,4,1,0,0,30,39,0
41,2,51111,9,13,6,1,1,4,0,0,0,40,39,0
34,4,232475,15,10,0,4,1,4,1,0,0,50,39,0
48,4,176140,1,7,0,8,4,2,0,0,0,40,39,0
27,4,301654,11,9,4,4,3,4,0,0,0,40,39,0
35,4,376455,15,10,2,4,0,4,1,15024,0,60,39,1
28,0,192569,11,9,4,0,3,2,1,0,0,40,39,0
27,4,229803,11,9,4,3,3,2,1,0,0,40,39,0
20,4,337639,15,10,4,12,3,4,1,0,0,40,39,0
18,4,130849,15,10,4,12,3,4,0,0,0,15,39,0
32,4,296282,9,13,2,12,0,4,1,0,0,40,39,0
38,4,266645,12,14,2,4,0,4,1,0,0,60,39,1
23,7,110128,15,10,4,8,3,4,1,0,0,40,39,0
28,4,90196,9,13,2,4,0,4,1,0,0,45,39,1
40,7,40024,14,15,2,10,0,4,1,0,0,38,39,1
35,4,144322,11,9,0,7,4,4,0,0,0,40,39,0
74,5,162340,15,10,6,4,4,4,1,0,0,40,39,0
28,4,169069,11,9,4,3,3,4,1,0,0,40,39,0
23,4,113601,15,10,4,6,3,4,1,0,0,30,39,0
20,6,157145,15,10,4,5,3,4,1,0,2258,10,39,0
44,4,111275,11,9,0,7,4,2,0,0,0,56,39,0
46,2,102076,11,9,0,1,4,4,0,0,0,25,39,0
20,0,182117,15,10,4,0,3,4,1,0,0,40,39,0
51,6,145409,9,13,2,12,0,4,1,15024,0,50,39,1
40,4,190122,15,10,5,1,1,4,0,0,0,40,39,0
48,4,331482,14,15,2,13,0,4,1,0,1977,40,39,1
60,6,170114,6,5,2,5,0,4,1,0,1672,84,39,0
48,5,193188,9,13,2,4,0,4,1,0,0,40,39,1
46,2,267588,9,13,2,10,5,4,0,0,0,70,39,0
48,5,200471,9,13,2,4,0,4,1,0,0,40,39,1
22,0,175586,11,9,4,0,4,2,0,0,0,35,39,0
24,2,322658,9,13,4,10,1,4,0,0,0,40,39,0
45,7,263982,15,10,0,10,4,4,0,0,0,40,39,0
18,4,266287,2,8,4,12,3,4,0,0,0,35,39,0
39,4,278187,11,9,2,7,0,4,1,0,0,40,39,0
65,5,81413,11,9,2,5,0,4,1,0,2352,65,39,0
22,4,221745,15,10,0,7,3,4,0,0,0,40,39,0
20,4,140764,15,10,4,8,3,4,0,0,0,20,39,0
28,4,206351,15,10,2,12,0,4,1,0,0,40,39,0
46,4,176814,14,15,2,10,0,4,1,99999,0,50,39,1
42,2,245307,9,13,2,4,0,4,1,0,1977,48,39,1
61,7,124971,10,16,2,10,0,4,1,0,0,40,0,1
28,4,119545,15,10,2,4,3,4,1,7688,0,50,39,1
18,4,179203,15,10,4,12,3,4,0,0,0,20,39,0
24,1,44075,9,13,4,10,1,1,1,0,0,40,39,0
45,4,178319,10,16,2,10,0,4,1,0,0,56,39,1
24,4,219754,11,9,4,1,3,4,1,0,0,40,39,0
44,4,198316,9,13,2,4,0,4,1,15024,0,50,39,1
20,4,168165,15,10,4,8,3,4,1,0,0,30,39,0
35,4,356838,15,10,2,13,0,4,1,2829,0,55,31,0
52,5,210736,9,13,2,12,0,4,1,0,0,60,39,0
25,4,173212,7,12,4,5,1,4,1,2354,0,45,39,0
19,4,130431,4,3,4,5,1,4,1,0,0,36,26,0
35,0,169809,9,13,2,0,0,4,1,0,0,20,39,0
54,4,197481,15,10,0,1,4,4,0,0,0,40,39,0
21,4,155066,15,10,4,3,3,4,1,0,0,40,39,0
26,4,31290,11,9,2,1,5,4,0,0,0,40,39,1
42,4,54102,8,11,0,1,4,4,0,0,0,40,39,0
19,4,181546,15,10,4,1,3,4,0,0,0,40,39,0
55,4,153484,12,14,2,4,0,4,1,0,1977,50,39,1
44,7,351228,11,9,2,1,0,4,1,0,0,40,39,0
25,4,131976,9,13,4,4,3,4,1,0,0,55,39,0
26,4,200639,15,10,2,7,0,4,1,0,0,40,39,0
64,1,267546,7,12,5,10,1,4,0,0,0,40,39,1
41,4,179875,1,7,0,8,4,3,0,0,0,40,39,0
25,0,237865,15,10,4,0,3,2,1,0,0,40,0,0
43,4,300528,15,10,2,14,0,4,1,0,0,40,39,0
45,4,67716,11,9,4,3,3,4,1,10520,0,48,39,1
48,1,326048,9,13,2,10,0,4,1,0,0,44,39,1
60,4,191188,11,9,2,14,0,4,1,0,0,40,39,0
45,6,32172,15,10,4,5,1,4,1,0,0,50,39,0
51,4,252903,0,6,2,12,0,4,1,0,1977,40,39,1
37,1,334314,11,9,0,1,4,4,0,0,0,40,39,0
22,4,83704,15,10,4,1,3,4,1,0,0,30,39,0
44,4,160574,11,9,2,3,0,4,1,0,0,65,39,1
27,4,203776,11,9,2,3,0,4,1,0,0,50,39,0
47,2,328610,11,9,2,3,0,4,1,0,0,40,39,0
32,4,295589,12,14,2,4,0,2,1,0,1977,40,39,1
40,4,174373,9,13,2,4,0,4,1,0,0,50,39,1
41,4,247752,11,9,2,12,0,4,1,0,0,40,39,0
32,0,199244,0,6,0,0,1,4,0,0,0,40,39,0
26,4,139992,9,13,4,10,1,4,0,0,0,40,39,0
47,4,95680,15,10,2,4,0,1,1,0,0,40,39,0
55,5,189933,11,9,2,4,0,4,1,0,0,45,39,0
38,4,498785,11,9,2,6,0,4,1,0,0,40,39,0
24,7,177526,9,13,4,10,1,4,1,0,0,15,39,0
64,6,150121,10,16,2,4,0,4,1,0,0,25,39,1
56,1,130454,9,13,2,10,0,4,1,0,0,40,39,1
41,4,119079,11,9,2,12,0,4,1,0,0,49,39,1
33,4,220939,11,9,2,12,0,4,1,7298,0,45,39,1
33,4,94235,14,15,4,10,3,4,1,0,0,42,39,1
21,4,305874,15,10,2,8,0,4,1,0,0,40,39,0
59,2,62020,11,9,6,3,1,2,1,0,0,40,39,0
58,4,235624,8,11,2,4,0,4,1,0,0,40,11,1
43,2,247514,12,14,0,10,4,4,1,0,0,40,39,0
21,4,275726,11,9,4,3,3,2,1,0,0,40,39,0
45,4,72896,11,9,4,7,1,4,1,0,0,40,39,0
53,2,110510,11,9,2,4,5,4,0,0,0,50,39,1
41,4,173938,14,15,2,1,0,4,1,0,0,50,0,1
27,4,200641,0,6,2,4,5,4,0,0,0,40,26,0
53,4,211654,15,10,2,3,0,4,1,0,0,50,0,1
38,4,242720,12,14,2,10,0,4,1,0,0,35,39,1
31,4,111567,9,13,2,4,0,4,1,0,0,70,39,1
41,4,179533,11,9,2,14,0,4,1,0,0,35,39,0
22,7,334693,15,10,4,1,3,4,0,0,0,40,39,0
43,6,198096,12,14,2,12,0,4,1,0,0,60,39,0
41,7,355756,15,10,4,10,1,4,1,0,0,40,39,0
27,4,19395,15,10,2,6,5,4,0,0,0,35,39,0
41,2,242586,15,10,2,4,0,4,1,0,0,40,39,0
36,4,208358,14,15,0,10,1,4,1,99999,0,45,39,1
49,4,160647,9,13,2,1,5,4,0,0,0,40,39,1
20,4,227943,11,9,4,6,3,4,1,0,0,45,39,0
58,6,197665,11,9,3,8,4,4,0,0,0,45,39,0
35,6,216129,2,8,4,8,1,2,0,0,0,40,38,0
30,2,326104,11,9,2,11,0,4,1,0,0,40,39,1
21,4,57211,11,9,4,3,3,4,1,0,0,40,39,0
29,4,100219,7,12,4,7,4,4,1,0,0,45,39,0
40,4,291192,11,9,6,12,1,4,0,0,0,40,39,0
54,7,93415,9,13,4,10,4,1,0,0,0,40,39,1
35,4,191502,9,13,2,12,0,4,1,0,0,60,39,1
35,4,261382,9,13,2,12,0,4,1,0,0,50,39,0
40,4,170230,9,13,3,8,1,4,0,0,0,40,0,0
59,4,374924,11,9,5,12,4,2,0,0,0,40,39,0
43,5,320984,15,10,2,7,0,4,1,0,0,50,39,0
39,4,338320,0,6,2,3,0,4,1,0,0,60,39,1
51,4,135190,5,4,5,7,1,2,0,0,0,30,39,0
71,4,157909,15,10,4,8,1,4,0,2964,0,60,39,0
33,4,637222,2,8,0,7,4,2,0,0,0,40,39,0
28,4,430084,11,9,0,8,3,2,1,0,0,35,39,0
30,4,125279,11,9,3,12,4,4,1,0,0,40,39,0
20,4,221955,4,3,3,5,2,4,1,0,0,40,26,0
51,5,180195,11,9,2,12,0,4,1,0,0,50,39,0
39,4,208778,11,9,2,7,5,4,0,0,0,40,39,1
62,4,81534,15,10,2,12,0,1,1,0,0,40,39,1
37,4,325538,11,9,4,4,3,4,1,0,0,60,0,0
28,4,142264,6,5,4,7,1,4,1,0,0,50,6,0
23,4,128604,11,9,4,12,3,1,1,0,0,48,35,0
39,4,277886,9,13,2,12,5,4,0,0,0,30,39,0
50,5,100029,9,13,6,12,4,4,1,0,0,65,39,1
31,4,169269,5,4,4,3,4,4,1,0,0,40,39,0
45,2,160472,9,13,2,4,0,4,1,0,1977,50,39,1
23,0,123983,9,13,4,0,3,3,1,0,0,40,39,0
47,4,297884,0,6,6,7,1,4,1,0,0,40,39,0
59,4,99131,11,9,6,10,1,4,0,0,0,18,39,0
32,4,44392,7,12,2,6,0,4,1,0,0,40,39,0
82,0,29441,5,4,6,0,1,4,1,0,0,5,39,0
49,4,199029,9,13,2,12,0,4,1,0,2415,55,39,1
74,1,181508,11,9,6,8,1,4,1,0,0,17,39,0
22,4,190625,15,10,4,1,3,4,1,0,0,35,39,0
32,4,194740,15,10,2,3,0,4,1,0,0,55,12,0
34,4,27380,9,13,2,5,0,4,1,0,0,50,39,1
59,4,160631,9,13,2,3,0,4,1,0,0,60,39,1
36,4,224531,9,13,2,12,0,4,1,0,0,50,39,1
59,4,283005,1,7,0,1,4,4,0,0,0,40,39,0
47,5,101926,9,13,0,4,1,4,1,0,0,70,39,1
53,2,135102,11,9,2,8,0,4,1,0,2002,45,39,0
25,6,113436,15,10,4,3,4,4,1,0,0,35,39,0
44,4,248973,9,13,0,1,1,2,1,0,0,65,39,0
57,6,225334,14,15,2,12,5,4,0,15024,0,35,39,1
42,6,157562,9,13,2,5,0,4,1,0,1902,80,39,1
58,2,310085,0,6,2,14,0,4,1,0,0,40,39,0
39,4,129597,9,13,2,12,0,4,1,3464,0,40,39,0
32,0,53042,11,9,4,0,3,2,1,0,0,40,39,0
45,4,204205,5,4,0,7,1,4,1,0,0,48,39,0
47,4,169324,9,13,2,4,5,2,0,0,0,35,39,1
52,0,134447,15,10,2,0,0,4,1,0,0,50,39,0
56,6,236731,3,2,5,4,1,4,1,0,0,25,0,0
52,4,141301,11,9,0,7,1,4,0,0,0,40,39,0
34,4,235124,11,9,4,8,4,2,0,0,0,35,39,0
36,6,367020,5,4,2,3,0,4,1,0,0,35,39,0
41,4,149102,11,9,3,3,1,4,1,0,0,40,31,0
30,4,423770,15,10,4,10,3,4,1,0,0,40,26,0
44,4,211759,9,13,2,4,0,3,1,0,0,40,33,0
17,0,110998,15,10,4,0,3,1,0,0,0,40,30,0
34,4,56883,15,10,4,8,4,4,0,0,0,40,39,0
41,4,223062,15,10,5,8,1,2,1,0,0,40,39,0
29,4,406662,11,9,4,6,1,4,1,0,0,40,39,0
25,4,206600,6,5,4,7,2,4,1,0,0,48,26,0
42,2,147510,9,13,5,10,4,4,1,0,0,40,39,0
48,4,235646,15,10,2,12,0,4,1,3103,0,40,39,1
26,4,187577,8,11,4,12,1,4,1,0,0,55,39,0
64,5,132832,11,9,2,1,5,4,0,20051,0,40,0,1
46,5,278322,9,13,2,12,0,4,1,0,0,45,39,0
38,4,278924,9,13,2,4,0,4,1,0,1887,50,39,1
49,7,203039,1,7,2,1,0,4,1,0,0,40,39,0
23,4,145651,15,10,4,12,3,2,0,0,0,20,39,0
46,2,144531,9,13,4,10,1,4,0,0,0,40,39,1
30,4,91145,11,9,4,6,4,4,1,0,0,55,39,0
49,6,211762,11,9,2,3,0,4,1,0,0,40,39,1
47,0,111563,8,11,0,0,1,4,1,0,0,40,39,0
44,4,180985,9,13,2,10,0,4,1,0,0,50,0,1
31,4,207537,11,9,0,3,3,4,1,0,1669,50,39,0
19,4,417657,11,9,4,6,3,4,1,0,0,50,39,0
45,4,189890,7,12,0,10,4,4,0,5455,0,38,39,0
34,4,223212,9,13,2,10,0,4,1,0,1848,40,29,1
26,4,108658,11,9,4,3,1,4,1,0,0,40,39,0
38,6,190023,11,9,2,14,0,4,1,0,0,40,39,1
31,4,222130,15,10,4,1,1,4,0,0,0,43,39,0
36,5,164866,7,12,5,4,1,4,1,0,0,50,39,0
31,4,170983,9,13,2,4,0,4,1,0,0,60,39,1
30,4,186269,9,13,2,13,0,4,1,0,0,40,39,0
37,4,286026,11,9,2,10,0,4,1,0,0,40,39,1
30,4,403433,9,13,4,10,1,2,1,0,0,50,39,1
21,0,224209,11,9,2,0,5,2,0,0,0,30,39,0
73,4,123160,0,6,6,8,1,4,0,0,0,10,39,0
38,1,99527,12,14,2,4,0,4,1,0,0,40,39,1
30,4,123178,0,6,4,3,1,4,1,0,0,50,39,0
33,4,231043,11,9,2,3,0,4,1,0,0,50,39,1
52,2,317733,9,13,2,10,0,4,1,7688,0,40,39,1
58,4,241056,15,10,0,1,4,4,0,0,0,46,39,0
34,2,220066,12,14,4,10,1,4,0,0,0,50,39,0
35,4,180342,11,9,2,3,0,4,1,0,0,40,39,0
59,1,31840,11,9,2,3,0,4,1,0,0,40,39,1
45,4,183168,9,13,0,4,4,4,0,0,0,40,39,0
27,4,386036,15,10,4,14,1,4,1,0,0,48,39,0
31,2,446358,10,16,4,10,1,4,1,0,0,50,26,1
45,4,28035,15,10,4,5,2,4,1,0,0,50,39,0
40,4,282155,11,9,5,8,2,4,0,0,0,25,39,0
27,4,192384,14,15,2,1,0,4,1,0,0,40,39,0
19,4,383637,11,9,4,8,3,4,1,0,0,20,39,0
29,4,457402,4,3,4,8,1,4,1,0,0,25,26,0
34,5,80249,15,10,2,5,0,4,1,0,0,72,39,0
32,7,159537,7,12,2,3,0,4,1,0,0,40,39,0
49,4,240859,1,7,2,3,0,4,1,0,0,40,5,0
33,4,83446,1,7,0,4,4,4,0,0,0,40,39,1
74,0,29866,5,4,2,0,0,4,1,0,0,2,39,0
62,4,185503,9,13,2,10,0,4,1,0,0,50,39,1
39,6,68781,11,9,2,4,0,4,1,0,0,40,39,0
43,4,220589,11,9,0,4,4,4,0,0,0,40,39,0
22,4,51136,15,10,4,13,1,4,0,0,0,60,39,0
24,4,54560,11,9,2,14,0,4,1,0,0,45,39,0
76,0,28221,11,9,2,0,0,4,1,0,0,40,2,1
25,4,201413,15,10,4,8,4,2,0,0,0,40,39,0
19,4,40425,15,10,4,12,1,4,0,0,0,28,39,0
31,4,189461,7,12,0,1,4,4,0,0,0,41,39,0
53,4,200576,1,7,0,3,2,4,0,0,0,40,39,0
61,4,92691,11,9,2,1,0,4,1,0,0,3,39,0
47,4,664821,9,13,2,8,0,4,1,0,0,40,8,0
37,4,175130,11,9,0,1,4,4,0,0,0,45,39,0
50,6,391016,9,13,0,4,1,4,1,0,0,30,39,0
27,4,249315,15,10,4,12,1,4,1,0,0,44,39,0
58,4,111169,11,9,0,1,1,4,0,0,0,40,39,0
43,4,334946,11,9,2,6,0,2,1,0,0,40,39,0
39,4,352248,7,12,2,1,0,4,1,0,0,40,39,0
36,4,173804,15,10,4,12,1,4,0,0,0,35,39,0
56,4,155449,9,13,2,10,0,4,1,0,0,50,39,0
26,4,73689,11,9,2,5,0,4,1,0,0,55,39,0
23,4,227594,9,13,4,10,3,4,0,0,0,38,39,0
47,4,161676,1,7,4,14,1,2,1,0,0,40,39,0
68,4,75913,2,8,6,12,1,4,0,0,0,30,39,0
47,2,242552,15,10,4,11,1,2,1,0,0,40,39,0
45,1,352094,15,10,2,13,0,4,1,7688,0,40,13,1
26,4,159732,15,10,2,4,0,4,1,0,0,60,39,0
20,4,131230,11,9,4,7,3,4,1,0,1590,40,39,0
46,4,180695,15,10,4,1,3,4,0,0,0,40,39,0
37,4,189922,7,12,2,13,0,4,1,0,0,50,39,1
37,4,409189,15,10,2,3,0,4,1,0,0,45,39,0
43,4,111252,15,10,2,14,0,4,1,0,0,42,39,0
59,4,294395,12,14,6,10,1,4,0,0,0,40,39,0
39,4,172718,11,9,0,1,4,4,0,0,0,40,39,0
32,4,43403,15,10,0,5,1,4,0,0,1590,54,39,0
63,4,111963,15,10,2,10,0,4,1,0,0,16,39,0
45,4,247869,9,13,2,10,0,4,1,0,0,60,39,1
59,4,114032,9,13,0,1,4,4,0,0,0,40,39,0
36,0,356838,2,8,4,0,1,4,1,0,0,35,39,0
26,4,179633,11,9,4,13,2,4,1,0,0,40,39,0
34,4,19847,11,9,0,1,4,4,0,0,0,40,39,0
41,4,231689,11,9,2,3,0,4,1,0,0,40,39,1
26,4,209942,11,9,4,6,3,2,1,0,0,40,39,0
53,4,197492,11,9,0,7,1,4,0,0,0,40,39,0
33,4,262439,11,9,2,1,5,4,0,0,0,35,39,1
46,4,283037,9,13,2,4,0,4,1,0,0,50,39,1
79,0,144533,11,9,6,0,1,2,0,0,0,30,39,0
31,4,83446,11,9,6,3,4,4,0,0,0,40,39,0
24,4,215443,11,9,5,8,1,4,1,0,0,40,39,0
57,2,268252,11,9,0,1,4,4,0,0,0,62,39,0
40,4,181015,11,9,5,8,4,4,0,0,0,47,39,0
41,5,139916,8,11,2,12,0,3,1,0,2179,84,26,0
20,4,195770,15,10,4,1,3,4,1,0,0,26,39,0
45,4,125194,1,7,4,7,1,2,0,0,0,40,39,0
27,4,58654,8,11,5,1,4,4,0,0,0,40,39,0
36,4,252327,4,3,3,3,2,4,1,0,0,40,26,0
30,4,116508,11,9,2,3,0,4,1,0,0,40,11,0
36,4,166988,9,13,2,10,5,4,0,0,0,40,39,1
25,4,374163,11,9,3,5,1,3,1,0,0,40,26,0
30,0,96851,15,10,4,0,1,4,0,0,1719,25,39,0
31,4,196788,11,9,2,1,5,4,0,0,0,40,39,0
49,4,186172,11,9,2,3,0,4,1,7688,0,45,39,1
26,4,245628,1,7,4,6,4,4,1,0,0,20,39,0
25,4,159732,9,13,4,10,1,4,1,0,0,40,39,0
29,4,129856,8,11,4,1,3,4,0,0,0,40,39,0
24,4,182812,15,10,4,1,3,4,0,3325,0,52,6,0
41,4,314322,11,9,2,1,0,4,1,0,0,40,39,1
35,4,102976,12,14,4,4,1,4,1,0,0,40,39,1
57,5,42959,9,13,2,12,5,4,0,0,0,40,39,1
21,4,256356,1,7,4,9,2,4,0,0,0,40,26,0
29,4,136277,0,6,4,8,3,2,0,0,0,32,39,0
36,4,284616,15,10,2,4,0,4,1,0,0,40,39,0
20,4,185554,15,10,4,1,3,4,0,0,0,25,39,0
51,4,138847,9,13,2,4,0,4,1,0,0,40,39,1
39,4,33487,1,7,2,7,0,4,1,0,0,40,39,0
36,4,84306,9,13,2,4,0,4,1,5013,0,50,39,0
40,6,223881,14,15,2,10,0,4,1,99999,0,70,39,1
61,4,149653,11,9,2,4,0,4,1,0,0,50,39,0
38,4,348739,14,15,2,10,0,4,1,0,0,60,39,0
20,0,235442,15,10,4,0,3,4,1,0,0,35,39,0
21,4,34506,11,9,5,8,3,4,0,0,0,35,39,0
40,4,346964,11,9,0,13,4,4,0,0,0,40,39,0
46,4,192208,0,6,2,3,0,4,1,0,0,45,39,0
21,4,305874,15,10,2,3,0,4,1,0,0,54,39,0
35,6,462890,0,6,2,14,0,2,1,0,0,50,39,0
39,4,89508,9,13,2,12,0,4,1,0,0,40,39,0
38,6,200153,11,9,2,3,0,4,1,0,0,60,39,0
30,4,179446,11,9,5,1,4,4,0,0,0,40,39,0
28,4,208965,6,5,4,7,4,3,1,0,0,40,26,0
32,4,40142,9,13,2,4,0,4,1,0,0,40,39,1
46,6,57452,8,11,2,3,0,4,1,0,0,40,39,1
40,4,327573,8,11,2,3,0,4,1,0,0,40,39,0
47,4,151267,11,9,2,7,5,2,0,15024,0,40,39,1
44,4,265266,0,6,2,14,0,4,1,0,0,40,39,0
38,4,203836,11,9,2,12,0,4,1,3464,0,40,4,0
51,0,163998,11,9,3,0,1,4,1,0,0,20,39,1
46,6,28281,9,13,2,5,0,4,1,0,0,40,39,1
51,4,293196,10,16,2,10,0,4,1,15024,0,60,20,1
45,4,214627,10,16,6,10,4,4,1,15020,0,40,20,1
20,4,368852,15,10,4,8,3,4,0,0,0,20,39,0
44,4,353396,9,13,2,10,0,4,1,0,0,45,39,0
33,4,161745,8,11,2,5,0,4,1,0,0,45,39,0
18,4,97963,11,9,4,8,3,4,0,0,0,30,39,0
61,5,156542,14,15,5,10,1,4,1,0,0,40,39,1
50,7,198103,9,13,4,4,1,4,0,0,0,40,39,0
47,1,55377,11,9,4,7,3,2,1,0,0,40,39,0
34,4,173730,9,13,2,4,0,4,1,0,0,50,39,1
53,4,374588,11,9,2,14,0,2,1,0,0,60,39,0
39,6,174330,15,10,2,3,0,4,1,0,0,40,39,0
58,4,78141,11,9,2,3,0,4,1,0,0,40,39,1
66,0,190324,11,9,2,0,0,2,1,0,0,18,39,0
26,4,31350,1,7,4,5,1,4,1,0,0,50,39,0
41,4,243607,4,3,2,1,0,4,1,0,0,40,26,0
47,2,134671,15,10,2,4,0,4,1,0,0,40,39,0
31,4,197023,8,11,2,7,0,0,1,0,0,40,39,0
52,4,117674,15,10,2,4,0,4,1,0,0,40,39,1
29,4,169815,7,12,2,12,0,4,1,0,0,50,39,1
43,4,598606,6,5,5,6,4,2,0,0,0,50,39,0
42,1,122861,12,14,2,4,0,4,1,0,0,40,39,1
35,4,166235,15,10,4,7,1,2,0,0,0,30,39,0
41,4,187821,11,9,2,7,0,4,1,2885,0,40,39,0
34,4,340940,9,13,2,12,0,4,1,7298,0,60,39,1
52,6,194791,15,10,2,3,0,4,1,0,0,40,39,0
61,4,231323,15,10,2,3,0,4,1,0,0,40,39,0
39,2,305597,11,9,5,4,4,4,1,0,0,40,39,0
19,4,25429,15,10,4,12,1,4,0,0,0,25,39,0
46,7,192779,9,13,2,4,0,4,1,7688,0,40,39,1
39,4,346478,15,10,4,4,1,4,1,0,0,45,39,0
22,4,341368,15,10,4,8,1,4,1,0,0,50,39,0
30,7,295612,11,9,5,1,1,4,0,0,0,40,39,0
40,4,168936,8,11,0,8,1,4,0,0,0,32,39,0
43,4,218558,9,13,3,10,1,4,1,3325,0,40,39,0
37,4,336598,4,3,2,5,0,4,1,0,0,36,26,0
23,4,308205,7,12,4,8,3,4,1,0,0,20,39,0
39,2,357173,7,12,0,10,1,4,1,0,0,59,39,0
54,4,457237,12,14,2,12,0,4,1,0,0,40,39,0
46,5,284799,15,10,2,12,0,4,1,0,0,60,39,0
20,4,179423,15,10,4,14,3,4,0,0,0,40,39,0
50,6,363405,9,13,2,13,5,4,0,0,0,50,39,1
17,4,139183,0,6,4,12,3,4,0,0,0,15,39,0
36,4,203482,11,9,2,7,0,4,1,0,0,40,39,0
37,4,112554,11,9,2,12,0,4,1,0,0,45,39,0
53,4,99476,11,9,0,8,1,4,0,0,0,38,39,0
